Title,Artist,Place of Origin,Date,Material,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL,Unnamed: 16,Medium,Museum
Cyclindrical bead,,China,206 BCE-220 CE,,H x W x D: 0.8 x 1.1 x 1.1 cm (5/16 x 7/16 x 7/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3933.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5930_10,,Jade (nephrite),Smithsonian Institution
Cylindrical bead,,China,19th century,,H x Diam: 3 x 1.5 cm (1 3/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3934.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_17,,Jade,Smithsonian Institution
Saluting the sunrise over the sea,Formerly attributed to Guo Xi (傳)郭熙 (ca. 1001-1090),China,1368-1644,,H x W (image): 26.8 x 26.2 cm (10 9/16 x 10 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3935.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7406_26,,Ink and color on silk,Smithsonian Institution
Fragment: lion,,China,618-907,,H x W: 4 x 3.7 cm (1 9/16 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3936.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_23,,"Bronze, gilding",Smithsonian Institution
Animal-headed standing figure,,China,618-907,,H x W: 6.3 x 3.1 cm (2 1/2 x 1 1/4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image3937.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7603_09,,Bronze,Smithsonian Institution
Illustrations of the Ladies Classic of Filial Piety,Formerly attributed to Liu Songnian (傳)劉松年 (ca. 1150-after 1225),China,1644-1911,,H x W: 30.8 x 702 cm (12 1/8 x 276 3/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3938.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6054_08,,Ink and color on silk,Smithsonian Institution
Garment hook (daigou),,China,,,H x W: 16.6 x 1.7 cm (6 9/16 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3939.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_17,,Bronze,Smithsonian Institution
Mirror (chien),,China,618-907,,Diam x D: 13.5 x 1.1 cm (5 5/16 x 7/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3940.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7680_14,,Bronze,Smithsonian Institution
One member of a belt clasp,,China,,,H x W: 4.9 x 2.6 cm (1 15/16 x 1 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3941.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7512_08,,Bronze,Smithsonian Institution
Mirror,,China,618-907,,Diam x D: 9.9 x 0.8 cm (3 7/8 x 5/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3942.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_10,,Bronze,Smithsonian Institution
Two women and a child in a garden,,China,1644-1911,,H x W: 76.8 x 34.6 cm (30 1/4 x 13 5/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3943.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5711_08,,Ink and color on silk panel,Smithsonian Institution
Pendant in the form of a bird,,China,ca. 1050-ca. 950 BCE,,H x W x D: 7 x 9 x 0.4 cm (2 3/4 x 3 9/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3944.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.846_001,,Jade (nephrite),Smithsonian Institution
Fragment with dragon design,,China,ca. 1050-771 BCE,,H: 7.9 cm (3 1/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3945.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7727_24,,Bronze,Smithsonian Institution
Bead,,China,19th century,,H x W x D: 4 x 1.7 x 1.4 cm (1 9/16 x 11/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3946.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_19,,Jade (serpentine),Smithsonian Institution
Amulet in the for of a human figure,,China,,,H x W: 3.1 x 1.3 cm (1 1/4 x 1/2 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3947.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_11,,Bronze,Smithsonian Institution
Mirror,,China,618-907,,Diam x D: 14.8 x 1 cm (5 13/16 x 3/8 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3948.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7680_15,,Bronze,Smithsonian Institution
Pipe,,China,206 BCE-220 CE,,H x W x D: 1 x 0.8 x 8.3 cm (3/8 x 5/16 x 3 1/4 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image3949.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_16,,Bronze,Smithsonian Institution
River scene: a boat among wild bamboo,,China,1368-1644,,H x W: 23.9 x 24.1 cm (9 7/16 x 9 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3950.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6371_06,,Ink and color on silk,Smithsonian Institution
Figure of a seated man,,"Changsha kilns, Hunan province, China",14th century,,H x W: 5.5 x 4 cm (2 3/16 x 1 9/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image3951.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_16,,Stoneware with amber and brown glazes,Smithsonian Institution
Couplet in running script,Shi Lu 石魯 (1919-1982),China,20th century,,H x W (.1 & .2 - each image): 138.2 x 33.4 cm (54 7/16 x 13 1/8 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image3952.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7490_41,,Pair of hanging scrolls; ink on paper,Smithsonian Institution
Sword fitting,,China,19th century,,H x W: 7.1 x 3 cm (2 13/16 x 1 3/16 in),Gift of Charles Lang Freer,,,Weapon and Armament,,,,,All_images1.0\image3953.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_34,,Jade,Smithsonian Institution
A Scholar under Trees Looking into the Distance,Style of Jiang Song (active late 15th-early 16th century),China,16th century,,H x W (image): 163 × 74.4 cm (64 3/16 × 29 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3954.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1911.256_001,,Hanging scroll; ink on silk,Smithsonian Institution
Axe (yue 鉞),,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,,H x W x D: 3.7 x 3.3 x 0.4 cm (1 7/16 x 1 5/16 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3955.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.267_001,,Jade (nephrite),Smithsonian Institution
Sword fitting,,China,1644-1911,,H x W: 2.1 x 4.5 cm (13/16 x 1 3/4 in),Gift of Charles Lang Freer,,,Weapon and Armament,,,,,All_images1.0\image3956.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_31,,Jade,Smithsonian Institution
Mirror,,China,618-907,,Diam x D: 11.8 x 0.8 cm (4 5/8 x 5/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3957.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_11,,Bronze,Smithsonian Institution
Bead in the form of a lotus,,China,1644-1911,,H x W: 1.8 x 1.6 cm (11/16 x 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3958.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_19,,Carnelian,Smithsonian Institution
"Dagger-axe (ge 戈), fragment reworked",,"probably Anyang, Henan province, China",ca. 1300-ca. 1050 BCE,,H x W x D: 1.7 x 4.9 x 0.1 cm (11/16 x 1 15/16 x 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3959.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.277_001,,Jade (nephrite),Smithsonian Institution
Chariot fitting: axle cap,,China,ca. 1600-1050 BCE,,H x W: 19.9 x 4.9 cm (7 13/16 x 1 15/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image3960.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6072_05,,Bronze,Smithsonian Institution
The Tearful Parting of Su Wu and Li Ling,,China,1368-1644,,H x W: 30 x 28.5 cm (11 13/16 x 11 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3961.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6371_05,,Ink on silk,Smithsonian Institution
Hollyhocks,Formerly attributed to Xu Xi (active mid-10th century),China,18th century?,,H x W (image): 39.2 x 31.6 cm (15 7/16 x 12 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3962.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7406_18,,Ink and color on silk,Smithsonian Institution
Miniature ax,,China,19th century,,H x W: 4.4 x 3.8 cm (1 3/4 x 1 1/2 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image3963.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_36,,Jade,Smithsonian Institution
Riverside Pavilion,Formerly attributed to Mi Fu (傳)米芾 (1052-1107),China,1368-1644,,H x W (image): 28.2 x 19.8 cm (11 1/8 x 7 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3964.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6372_03,,Album leaf; ink on silk,Smithsonian Institution
Garment hook (daigou) in the form of a goose,,China,,,H x W: 4 x 1.5 cm (1 9/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3965.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7509_18,,Bronze,Smithsonian Institution
Garment hook (daigou) in the form of a bird,,China,,,H x W: 2.8 x 2.3 cm (1 1/8 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3966.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7509_16,,Bronze,Smithsonian Institution
Part of base and body of bottle in two pieces,,"Jingdezhen, Jiangxi province, China",14th century,,H x W: 8.6 x 13 cm (3 3/8 x 5 1/8 in),Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image3967.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5362_07,,Porcelain with coalt pigment under clear glaze,Smithsonian Institution
"Pendant in the form of a human head, probably reworked from a bracelet",,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,,H x W x D: 5 × 2.1 × 0.6 cm (2 × 13/16 × 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3968.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.319_001,,Jade (nephrite),Smithsonian Institution
Garment hook (daigou),,China,,,H x W: 20.9 x 1.6 cm (8 1/4 x 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3969.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_16,,Bronze,Smithsonian Institution
Ornament in the form of a young boy,,China,,,H x W: 3.6 x 1.5 cm (1 7/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3970.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_09,,Bronze,Smithsonian Institution
Figure of a bird on a plinth,,China,1644-1911,,H x W: 5.2 x 2.8 cm (2 1/16 x 1 1/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image3971.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7680_13,,Jade,Smithsonian Institution
Ornament,,China,,,H x W: 10.9 x 4.7 cm (4 5/16 x 1 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3972.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7654_10,,Bronze with gilding,Smithsonian Institution
Statuette,,China,618-907,,H x W: 8.8 x 2.4 cm (3 7/16 x 15/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image3973.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_30,,Bronze,Smithsonian Institution
Two pied wagtails,,China,14th century?,,H x W (image): 18.9 x 22.1 cm (7 7/16 x 8 11/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3974.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7454_49,,Ink and color on silk,Smithsonian Institution
Mirror,,China,618-907,,Diam x D: 16 x 1.1 cm (6 5/16 x 7/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3975.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5996_07,,Bronze,Smithsonian Institution
Miniature bell,,China,19th century,,H x W: 2.8 x 2.6 cm (1 1/8 x 1 in),Gift of Charles Lang Freer,,,Musical Instrument,,,,,All_images1.0\image3976.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_27,,Jade,Smithsonian Institution
Ornament: animal statuette,,China,220-589,,H x W: 2.6 x 2 cm (1 x 13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3977.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_07,,Bronze,Smithsonian Institution
Bead in the for of a lotus bud,,China,1644-1911,,H x W: 2 x 1.8 cm (13/16 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3978.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_15,,Carnelian,Smithsonian Institution
Two men and two horses under a pine tree,,China,18th century,,H x W: 96.1 x 49 cm (37 13/16 x 19 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3979.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5807_05,,Ink on silk,Smithsonian Institution
Amulet in the form of a tortoise,,China,,,H x W: 0.8 x 1.9 cm (5/16 x 3/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3980.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_13,,Bronze,Smithsonian Institution
Ornamental cap: a human head,,China,,,H x W: 3.5 x 3.4 cm (1 3/8 x 1 5/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3981.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_18,,Bronze,Smithsonian Institution
Bead,,China,1644-1911,,Diam: 2 cm (13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3982.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_16,,Carnelian,Smithsonian Institution
Bowl with decorations overlaid in red and dull brown lacquer,,China,4th-3rd century BCE,,H x Diam: 5.5 x 27.1 cm (2 3/16 x 10 11/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3983.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6748_07,,Lacquer,Smithsonian Institution
Shooting rapids under high cliffs,Traditionally attributed to Wu Zhen 吳鎮 (1280-1354),China,14th century?,,H x W (image): 27 x 36.1 cm (10 5/8 x 14 3/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3984.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7406_31,,Ink on paper,Smithsonian Institution
Small plaque,,China,19th century,,H x W: 3.4 x 2.4 cm (1 5/16 x 15/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3985.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_30,,Jade,Smithsonian Institution
Morning Glories and Grasshopper,Qi Baishi 齊白石 (1864-1957),China,1941,,H x W (image): 102.2 x 33.9 cm (40 1/4 x 13 3/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image3986.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6925_01,,Ink and color on paper,Smithsonian Institution
Birds and Fruit,Wu Zhang (1671-after 1741),China,1741,,H x W (image): 26.2 x 41.8 cm (10 5/16 x 16 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3987.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7430_08,,Ink and color on silk,Smithsonian Institution
A white cockatoo on a swinging perch,,China,17th-18th century,,H x W (image): 117.8 × 50.2 cm (46 3/8 × 19 3/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3988.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5712_13,,Ink and color on silk,Smithsonian Institution
Pendant in the form of a tiger,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,,H x W x D: 8.7 × 5.7 × 0.4 cm (3 7/16 × 2 1/4 × 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3989.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.362_001,,Jade (nephrite),Smithsonian Institution
Garment hook (daigou) in the form of a goose,,China,,,H x W: 3 x 1.2 cm (1 3/16 x 1/2 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3990.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7509_19,,Bronze,Smithsonian Institution
Mirror,,China,618-907,,Diam x D: 13.7 x 1.2 cm (5 3/8 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3991.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5121_05,,Bronze,Smithsonian Institution
Birds and berries,,China,17th-19th century,,H x W (image): 167.1 x 57.8 cm (65 13/16 x 22 3/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3992.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5712_06,,Ink and color on silk,Smithsonian Institution
Figure: frog,,China,1644-1911,,H x W: 2.1 x 3.2 cm (13/16 x 1 1/4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image3993.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_29,,Turquoise,Smithsonian Institution
Ornament,,China,1644-1911,,H x W x D: 3.3 x 3.9 x 3.8 cm (1 5/16 x 1 9/16 x 1 1/2 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3994.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7695_01,,Ivory,Smithsonian Institution
Tomb model of a stove,,China,early 1st-early 3rd century,,H x W x D: 14 x 46 x 21.6 cm (5 1/2 x 18 1/8 x 8 1/2 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Model,,,,,All_images1.0\image3995.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8063_01,,Earthenware with vestiges of copper-green lead-silicate glaze,Smithsonian Institution
Figure of a Foreign Tribute Bearer,,China,7th century or later,,H x W x D: 6.3 x 5.9 x 3.5 cm (2 1/2 x 2 5/16 x 1 3/8 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image3996.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5973_07,,Jade,Smithsonian Institution
"Pine Green, Approaching Rain",Formerly attributed to Huang Qi (active late 11th century),China,1644-1911,,H x W (image): 115.5 × 43.3 cm (45 1/2 × 17 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3997.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5751_10,,Ink and color on silk,Smithsonian Institution
Bead in the form of a lotus,,China,1644-1911,,H x W: 2.1 x 1.7 cm (13/16 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3998.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_18,,Carnelian,Smithsonian Institution
Mirror (chien),,China,618-907,,Diam x D: 13.1 x 0.8 cm (5 3/16 x 5/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3999.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5390_03,,Bronze,Smithsonian Institution
Garment hook (daigou),,China,,,H x W: 8 x 1.4 cm (3 1/8 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image4000.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_14,,Bronze,Smithsonian Institution
Pendant in the form of two dragons,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,,H x W x D: 4.5 x 3.3 x 0.6 cm (1 3/4 x 1 5/16 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10001.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.339_001,,Jade (nephrite),Smithsonian Institution
Disk (bi),,China,18th century,,Diam x D: 7.7 x 0.4 cm (3 1/16 x 3/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10002.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7624_35,,Jade,Smithsonian Institution
